"date","observed_irp","fitted_observable_irp","structural_irp","structural_error","definition_wedge","irp_fit_error","nominal_yield_contribution","real_yield_contribution","cpi10_contribution"
2015-03-01,NA,-0.314394631359451,-0.201713994084961,NA,0.11268063727449,NA,0.128201519040569,-0.0662901280572108,NA
2015-04-01,NA,-0.324251516952139,-0.216552045523933,NA,0.107699471428206,NA,0.0963197557445106,-0.0317352375425498,NA
2015-05-01,-0.288634994864464,-0.239723163196454,-0.123871475706641,0.164763519157823,0.115851687489813,0.0489118316680095,0.039062391121867,-0.00418032472051671,0.0140297652666588
2015-06-01,NA,-0.186544822569293,-0.0652774693429781,NA,0.121267353226315,NA,0.0381509349980028,-0.0443594764117975,NA
2015-07-01,NA,-0.21795765909652,-0.0984299763801071,NA,0.119527682716413,NA,0.0430519832460277,-0.105615995980681,NA
2015-08-01,-0.62718096110026,-0.313239564587679,-0.197731018175492,0.429449942924768,0.115508546412187,0.313941396512581,0.0992207541227357,-0.0890277306512454,0.303748373041091
2015-09-01,NA,-0.280170613794087,-0.166643538942351,NA,0.113527074851736,NA,0.0338496433575057,-0.0895904029503099,NA
2015-10-01,NA,-0.303289025801247,-0.193450013202882,NA,0.109839012598365,NA,0.0353436814775935,-0.0914520216405288,NA
2015-11-01,-0.602784198831257,-0.248615114387127,-0.130940494103646,0.471843704727611,0.117674620283481,0.35416908444413,0.0808905542911962,-0.0374944116136849,0.310772941766619
2015-12-01,NA,-0.218464910009066,-0.104022820195265,NA,0.114442089813801,NA,0.0579868048777201,-0.0592913145204905,NA
2016-01-01,NA,-0.277071358677055,-0.168932977654791,NA,0.108138381022264,NA,0.0430114907216067,0.00626657459408819,NA
2016-02-01,-0.927090009164809,-0.457650660156153,-0.353220626415488,0.573869382749321,0.104430033740665,0.469439349008656,0.182536119418885,0.0667970803218689,0.220106149267902
2016-03-01,NA,-0.392967663947088,-0.289283211934272,NA,0.103684452012816,NA,0.10205689200311,0.0408223820984546,NA
2016-04-01,NA,-0.435376411602719,-0.337017066456304,NA,0.0983593451464146,NA,0.0738899010027379,0.0569142709325466,NA
2016-05-01,-0.67915236702533,-0.429974469847284,-0.331518198067983,0.347634168957347,0.0984562717793009,0.249177897178046,0.0825358797143616,0.0916088637654364,0.0750331536982483
2016-06-01,NA,-0.473928461743336,-0.382878636693526,NA,0.0910498250498104,NA,0.091367769866654,0.099400176265251,NA
2016-07-01,NA,-0.519054223982238,-0.435410508546006,NA,0.0836437154362319,NA,0.0971757255196319,0.0654645176590495,NA
2016-08-01,-0.830282596970641,-0.487877230138426,-0.402504659790875,0.427777937179766,0.085372570347551,0.342405366832215,0.0847626148740096,0.0758196784324944,0.181823073525711
2016-09-01,NA,-0.449416335133083,-0.362301464186738,NA,0.087114870946345,NA,0.0532804243452818,0.0515799846173845,NA
2016-10-01,NA,-0.422253511150208,-0.32956302029628,NA,0.0926904908539283,NA,0.0470421534290927,0.0777784089443962,NA
2016-11-01,-0.454490014684201,-0.330031944029038,-0.221276068847553,0.233213945836648,0.108755875181485,0.124458070655163,0.0280359903805412,0.0660943769604857,0.0303277033141358
2016-12-01,NA,-0.225357144745238,-0.103188715753176,NA,0.122168428992062,NA,0.053695231078443,0.0480435229594531,NA
2017-01-01,NA,-0.258107449787954,-0.136649886509435,NA,0.121457563278519,NA,0.106030423694193,0.0241880800363004,NA
