"date","r_star","pi_star","real_yield_10y","nominal_tp","real_tp_5y","real_tp","inflation_rp","r_star_liquid_tips","pi_star_liquid_tips","real_yield_10y_liquid_tips","nominal_tp_liquid_tips","real_tp_5y_liquid_tips","real_tp_liquid_tips","inflation_rp_liquid_tips"
2013-09-01,0.547037745443434,2.3051188724824,0.763675322219296,0.577703751761201,0.374516111119777,0.790881148358838,-0.0981878713164047,0.591141719659463,2.23124253198043,0.7819836384278,0.581877221751061,0.291184599279883,0.74582122700284,-0.0470448368890644
2013-10-01,0.331001467145825,2.43377729636264,0.548265178327375,0.399549594818092,0.303039054396011,0.711083569681296,-0.200846450708866,0.394758456608154,2.36489667869659,0.563813531831059,0.385417103147661,0.194697168269094,0.64847230439267,-0.150631103214652
2013-11-01,0.526232490234021,2.32053731228583,0.660493172020128,0.50440952241574,0.358939522319996,0.76903069797224,-0.1519108251337,0.593730178427366,2.28581178527257,0.669820910176878,0.467022804941437,0.233377125967979,0.700002850748369,-0.118624987443459
2013-12-01,0.847949998926818,2.34196777418205,0.841019576158612,0.589637014771343,0.341794757439124,0.813324312559842,-0.106975319135111,0.901188729852771,2.2703537631202,0.863008773274412,0.581567657160451,0.23995073643387,0.762067117192115,-0.0618390635819659
2014-01-01,0.691723635712822,2.42262178753556,0.752063986253455,0.595908787091088,0.358057405905853,0.808243297717178,-0.0957111126509921,0.736121334441307,2.3587654367481,0.7678491627224,0.589958101502143,0.262274791558049,0.758225419584665,-0.0497036136960819
2014-02-01,0.387925398558367,2.28398112174506,0.61768264156851,0.720837670625135,0.505690542670755,0.85419879057482,-0.0176920269236795,0.411843827788892,2.24556905229129,0.622073669685857,0.714099291333873,0.430986509530446,0.811198513640346,0.0202644089370336
2014-03-01,0.336129634118187,2.28570803464186,0.638734896733579,0.747512794653688,0.522845316698215,0.860900312703123,0.00290429659043131,0.353172534844352,2.22168958857578,0.651053653254272,0.756100853691795,0.46291027504399,0.825453563731667,0.0487050442730072
2014-04-01,0.28870644295089,2.22673444171881,0.667661842417617,0.781961555443569,0.552581847008972,0.871759906017179,0.0267052498528932,0.293540299217014,2.16798580404424,0.674865272169088,0.796618182381745,0.501618850180213,0.84044755733081,0.0744647169410202
2014-05-01,0.0180619196395758,2.2056496862276,0.527541636700208,0.734593710316433,0.562075308179719,0.83734875473406,0.0110214299451546,0.0251114867160034,2.17034807050703,0.525669292174974,0.73602487382351,0.504201454836213,0.798588565953033,0.0527839075182406
2014-06-01,-0.0418097938421249,2.24772048076044,0.526612777337026,0.747679328346199,0.575248345771649,0.840829747950213,0.0210431574110622,-0.0391925710503394,2.1836736542697,0.533751127299633,0.764812760467306,0.53112439291517,0.808906965510737,0.0717577866089239
